filename,width,height,class,xmin,ymin,xmax,ymax
4b770a_7_7_png.rf.d7b19e34fb8687f19a8eb350fa0cad57.jpg,1920,1080,player,862,320,880,377
4b770a_7_7_png.rf.d7b19e34fb8687f19a8eb350fa0cad57.jpg,1920,1080,player,396,497,415,576
4b770a_7_7_png.rf.d7b19e34fb8687f19a8eb350fa0cad57.jpg,1920,1080,player,853,334,868,388
4b770a_7_7_png.rf.d7b19e34fb8687f19a8eb350fa0cad57.jpg,1920,1080,player,1053,278,1072,326
4b770a_7_7_png.rf.d7b19e34fb8687f19a8eb350fa0cad57.jpg,1920,1080,player,579,338,596,396
4b770a_7_7_png.rf.d7b19e34fb8687f19a8eb350fa0cad57.jpg,1920,1080,player,699,362,720,420
4b770a_7_7_png.rf.d7b19e34fb8687f19a8eb350fa0cad57.jpg,1920,1080,player,739,370,762,433
4b770a_7_7_png.rf.d7b19e34fb8687f19a8eb350fa0cad57.jpg,1920,1080,player,626,358,647,425
4b770a_7_7_png.rf.d7b19e34fb8687f19a8eb350fa0cad57.jpg,1920,1080,player,1560,501,1615,572
4b770a_7_7_png.rf.d7b19e34fb8687f19a8eb350fa0cad57.jpg,1920,1080,referee,782,404,805,470
4b770a_7_7_png.rf.d7b19e34fb8687f19a8eb350fa0cad57.jpg,1920,1080,player,453,441,481,513
4b770a_7_7_png.rf.d7b19e34fb8687f19a8eb350fa0cad57.jpg,1920,1080,player,1080,453,1104,530
4b770a_7_7_png.rf.d7b19e34fb8687f19a8eb350fa0cad57.jpg,1920,1080,player,1313,344,1338,404
4b770a_7_7_png.rf.d7b19e34fb8687f19a8eb350fa0cad57.jpg,1920,1080,player,703,458,730,527
4b770a_7_7_png.rf.d7b19e34fb8687f19a8eb350fa0cad57.jpg,1920,1080,player,407,508,434,589
4b770a_7_7_png.rf.d7b19e34fb8687f19a8eb350fa0cad57.jpg,1920,1080,player,360,426,390,502
4b770a_7_7_png.rf.d7b19e34fb8687f19a8eb350fa0cad57.jpg,1920,1080,player,943,435,969,512
4b770a_7_7_png.rf.d7b19e34fb8687f19a8eb350fa0cad57.jpg,1920,1080,player,861,537,890,630
4b770a_7_7_png.rf.d7b19e34fb8687f19a8eb350fa0cad57.jpg,1920,1080,player,1331,726,1379,842
121364_9_6_png.rf.d1d5ec30cc666dbc787c7acf84f7b3f8.jpg,1920,1080,player,1534,570,1560,614
121364_9_6_png.rf.d1d5ec30cc666dbc787c7acf84f7b3f8.jpg,1920,1080,player,1513,569,1545,611
121364_9_6_png.rf.d1d5ec30cc666dbc787c7acf84f7b3f8.jpg,1920,1080,player,1394,519,1423,565
121364_9_6_png.rf.d1d5ec30cc666dbc787c7acf84f7b3f8.jpg,1920,1080,player,1205,465,1220,502
121364_9_6_png.rf.d1d5ec30cc666dbc787c7acf84f7b3f8.jpg,1920,1080,goalkeeper,1540,475,1571,512
121364_9_6_png.rf.d1d5ec30cc666dbc787c7acf84f7b3f8.jpg,1920,1080,player,1236,442,1252,482
121364_9_6_png.rf.d1d5ec30cc666dbc787c7acf84f7b3f8.jpg,1920,1080,referee,1115,500,1145,541
121364_9_6_png.rf.d1d5ec30cc666dbc787c7acf84f7b3f8.jpg,1920,1080,player,1350,492,1371,531
121364_9_6_png.rf.d1d5ec30cc666dbc787c7acf84f7b3f8.jpg,1920,1080,player,1008,563,1029,612
121364_9_6_png.rf.d1d5ec30cc666dbc787c7acf84f7b3f8.jpg,1920,1080,player,1059,504,1075,547
121364_9_6_png.rf.d1d5ec30cc666dbc787c7acf84f7b3f8.jpg,1920,1080,player,588,463,603,506
121364_9_6_png.rf.d1d5ec30cc666dbc787c7acf84f7b3f8.jpg,1920,1080,player,1274,530,1307,580
121364_9_6_png.rf.d1d5ec30cc666dbc787c7acf84f7b3f8.jpg,1920,1080,player,311,560,333,613
121364_9_6_png.rf.d1d5ec30cc666dbc787c7acf84f7b3f8.jpg,1920,1080,player,1074,573,1100,626
121364_9_6_png.rf.d1d5ec30cc666dbc787c7acf84f7b3f8.jpg,1920,1080,player,1323,585,1355,638
121364_9_6_png.rf.d1d5ec30cc666dbc787c7acf84f7b3f8.jpg,1920,1080,player,822,609,840,664
121364_9_6_png.rf.d1d5ec30cc666dbc787c7acf84f7b3f8.jpg,1920,1080,player,177,717,198,786
121364_9_6_png.rf.d1d5ec30cc666dbc787c7acf84f7b3f8.jpg,1920,1080,player,327,593,351,648
121364_9_6_png.rf.d1d5ec30cc666dbc787c7acf84f7b3f8.jpg,1920,1080,player,237,569,258,622
121364_9_6_png.rf.d1d5ec30cc666dbc787c7acf84f7b3f8.jpg,1920,1080,player,491,735,520,796
121364_9_6_png.rf.d1d5ec30cc666dbc787c7acf84f7b3f8.jpg,1920,1080,player,763,620,790,675
121364_9_6_png.rf.d1d5ec30cc666dbc787c7acf84f7b3f8.jpg,1920,1080,player,189,735,230,807
121364_9_6_png.rf.d1d5ec30cc666dbc787c7acf84f7b3f8.jpg,1920,1080,referee,1009,354,1024,379
744b27_5_1_png.rf.d47e5b3d43c498f865fdda84bbfb81e9.jpg,1920,1080,player,855,359,875,400
744b27_5_1_png.rf.d47e5b3d43c498f865fdda84bbfb81e9.jpg,1920,1080,player,1479,396,1494,451
744b27_5_1_png.rf.d47e5b3d43c498f865fdda84bbfb81e9.jpg,1920,1080,player,1264,373,1282,417
744b27_5_1_png.rf.d47e5b3d43c498f865fdda84bbfb81e9.jpg,1920,1080,player,784,344,809,391
744b27_5_1_png.rf.d47e5b3d43c498f865fdda84bbfb81e9.jpg,1920,1080,player,835,402,855,450
744b27_5_1_png.rf.d47e5b3d43c498f865fdda84bbfb81e9.jpg,1920,1080,player,499,358,518,406
744b27_5_1_png.rf.d47e5b3d43c498f865fdda84bbfb81e9.jpg,1920,1080,player,1354,419,1374,472
744b27_5_1_png.rf.d47e5b3d43c498f865fdda84bbfb81e9.jpg,1920,1080,player,1345,465,1370,518
744b27_5_1_png.rf.d47e5b3d43c498f865fdda84bbfb81e9.jpg,1920,1080,player,876,407,895,460
744b27_5_1_png.rf.d47e5b3d43c498f865fdda84bbfb81e9.jpg,1920,1080,goalkeeper,264,376,289,426
744b27_5_1_png.rf.d47e5b3d43c498f865fdda84bbfb81e9.jpg,1920,1080,player,1226,408,1251,463
744b27_5_1_png.rf.d47e5b3d43c498f865fdda84bbfb81e9.jpg,1920,1080,player,1641,447,1670,508
744b27_5_1_png.rf.d47e5b3d43c498f865fdda84bbfb81e9.jpg,1920,1080,player,990,390,1007,440
744b27_5_1_png.rf.d47e5b3d43c498f865fdda84bbfb81e9.jpg,1920,1080,referee,1049,435,1067,495
744b27_5_1_png.rf.d47e5b3d43c498f865fdda84bbfb81e9.jpg,1920,1080,player,336,478,354,544
744b27_5_1_png.rf.d47e5b3d43c498f865fdda84bbfb81e9.jpg,1920,1080,player,1707,506,1733,578
744b27_5_1_png.rf.d47e5b3d43c498f865fdda84bbfb81e9.jpg,1920,1080,player,1588,558,1621,626
744b27_5_1_png.rf.d47e5b3d43c498f865fdda84bbfb81e9.jpg,1920,1080,player,685,451,712,515
744b27_5_1_png.rf.d47e5b3d43c498f865fdda84bbfb81e9.jpg,1920,1080,player,1628,519,1660,593
744b27_5_1_png.rf.d47e5b3d43c498f865fdda84bbfb81e9.jpg,1920,1080,player,1289,513,1310,579
744b27_5_1_png.rf.d47e5b3d43c498f865fdda84bbfb81e9.jpg,1920,1080,player,980,535,1015,600
744b27_5_1_png.rf.d47e5b3d43c498f865fdda84bbfb81e9.jpg,1920,1080,player,687,566,712,639
744b27_5_1_png.rf.d47e5b3d43c498f865fdda84bbfb81e9.jpg,1920,1080,ball,509,398,519,409
744b27_5_1_png.rf.d47e5b3d43c498f865fdda84bbfb81e9.jpg,1920,1080,referee,1649,354,1668,402
54745b_3_8_png.rf.d929e439920885ce94004743502dab0b.jpg,1920,1080,player,1501,328,1529,374
54745b_3_8_png.rf.d929e439920885ce94004743502dab0b.jpg,1920,1080,player,1623,420,1642,484
54745b_3_8_png.rf.d929e439920885ce94004743502dab0b.jpg,1920,1080,player,1486,312,1508,361
54745b_3_8_png.rf.d929e439920885ce94004743502dab0b.jpg,1920,1080,player,1271,235,1292,278
54745b_3_8_png.rf.d929e439920885ce94004743502dab0b.jpg,1920,1080,player,1135,220,1169,270
54745b_3_8_png.rf.d929e439920885ce94004743502dab0b.jpg,1920,1080,player,1308,229,1323,270
54745b_3_8_png.rf.d929e439920885ce94004743502dab0b.jpg,1920,1080,goalkeeper,1729,332,1747,396
54745b_3_8_png.rf.d929e439920885ce94004743502dab0b.jpg,1920,1080,player,1633,366,1652,424
54745b_3_8_png.rf.d929e439920885ce94004743502dab0b.jpg,1920,1080,player,1034,246,1056,292
54745b_3_8_png.rf.d929e439920885ce94004743502dab0b.jpg,1920,1080,player,1333,284,1349,342
54745b_3_8_png.rf.d929e439920885ce94004743502dab0b.jpg,1920,1080,player,756,238,784,283
54745b_3_8_png.rf.d929e439920885ce94004743502dab0b.jpg,1920,1080,player,1553,309,1575,368
54745b_3_8_png.rf.d929e439920885ce94004743502dab0b.jpg,1920,1080,referee,1103,274,1124,329
54745b_3_8_png.rf.d929e439920885ce94004743502dab0b.jpg,1920,1080,player,1463,375,1486,440
54745b_3_8_png.rf.d929e439920885ce94004743502dab0b.jpg,1920,1080,player,1688,383,1718,448
54745b_3_8_png.rf.d929e439920885ce94004743502dab0b.jpg,1920,1080,player,1295,323,1327,384
54745b_3_8_png.rf.d929e439920885ce94004743502dab0b.jpg,1920,1080,player,1062,453,1092,527
54745b_3_8_png.rf.d929e439920885ce94004743502dab0b.jpg,1920,1080,player,511,335,532,403
54745b_3_8_png.rf.d929e439920885ce94004743502dab0b.jpg,1920,1080,player,461,341,490,410
54745b_3_8_png.rf.d929e439920885ce94004743502dab0b.jpg,1920,1080,player,927,301,955,360
54745b_3_8_png.rf.d929e439920885ce94004743502dab0b.jpg,1920,1080,player,299,295,320,358
54745b_3_8_png.rf.d929e439920885ce94004743502dab0b.jpg,1920,1080,ball,1078,284,1087,293
54745b_3_8_png.rf.d929e439920885ce94004743502dab0b.jpg,1920,1080,player,1266,216,1287,269
573e61_7_10_png.rf.d696eb2360d93c4ca897721ad0daeb4c.jpg,1920,1080,player,609,430,632,473
573e61_7_10_png.rf.d696eb2360d93c4ca897721ad0daeb4c.jpg,1920,1080,player,209,494,239,543
573e61_7_10_png.rf.d696eb2360d93c4ca897721ad0daeb4c.jpg,1920,1080,player,718,433,731,479
573e61_7_10_png.rf.d696eb2360d93c4ca897721ad0daeb4c.jpg,1920,1080,player,248,500,270,552
573e61_7_10_png.rf.d696eb2360d93c4ca897721ad0daeb4c.jpg,1920,1080,player,890,492,915,542
573e61_7_10_png.rf.d696eb2360d93c4ca897721ad0daeb4c.jpg,1920,1080,player,809,515,824,568
573e61_7_10_png.rf.d696eb2360d93c4ca897721ad0daeb4c.jpg,1920,1080,player,1111,387,1126,422
573e61_7_10_png.rf.d696eb2360d93c4ca897721ad0daeb4c.jpg,1920,1080,player,1461,598,1479,656
573e61_7_10_png.rf.d696eb2360d93c4ca897721ad0daeb4c.jpg,1920,1080,referee,930,464,951,511
573e61_7_10_png.rf.d696eb2360d93c4ca897721ad0daeb4c.jpg,1920,1080,player,590,610,609,674
573e61_7_10_png.rf.d696eb2360d93c4ca897721ad0daeb4c.jpg,1920,1080,player,1575,465,1596,510
573e61_7_10_png.rf.d696eb2360d93c4ca897721ad0daeb4c.jpg,1920,1080,player,1534,447,1552,492
573e61_7_10_png.rf.d696eb2360d93c4ca897721ad0daeb4c.jpg,1920,1080,player,1119,434,1143,479
573e61_7_10_png.rf.d696eb2360d93c4ca897721ad0daeb4c.jpg,1920,1080,player,1029,601,1050,660
573e61_7_10_png.rf.d696eb2360d93c4ca897721ad0daeb4c.jpg,1920,1080,player,741,723,781,793
573e61_7_10_png.rf.d696eb2360d93c4ca897721ad0daeb4c.jpg,1920,1080,player,1208,544,1232,601
573e61_7_10_png.rf.d696eb2360d93c4ca897721ad0daeb4c.jpg,1920,1080,player,1688,726,1722,801
573e61_7_10_png.rf.d696eb2360d93c4ca897721ad0daeb4c.jpg,1920,1080,player,880,648,903,714
573e61_7_10_png.rf.d696eb2360d93c4ca897721ad0daeb4c.jpg,1920,1080,player,1699,556,1727,614
573e61_7_10_png.rf.d696eb2360d93c4ca897721ad0daeb4c.jpg,1920,1080,player,1655,827,1690,912
573e61_7_10_png.rf.d696eb2360d93c4ca897721ad0daeb4c.jpg,1920,1080,player,1051,766,1099,838
573e61_7_10_png.rf.d696eb2360d93c4ca897721ad0daeb4c.jpg,1920,1080,referee,1755,363,1777,406
798b45_1_5_png.rf.d5908b8c6f2678c32650afdb56d36b2d.jpg,1920,1080,player,1355,261,1373,303
798b45_1_5_png.rf.d5908b8c6f2678c32650afdb56d36b2d.jpg,1920,1080,player,1532,289,1550,337
798b45_1_5_png.rf.d5908b8c6f2678c32650afdb56d36b2d.jpg,1920,1080,player,1294,280,1312,323
798b45_1_5_png.rf.d5908b8c6f2678c32650afdb56d36b2d.jpg,1920,1080,player,1508,317,1529,368
798b45_1_5_png.rf.d5908b8c6f2678c32650afdb56d36b2d.jpg,1920,1080,goalkeeper,54,344,78,396
798b45_1_5_png.rf.d5908b8c6f2678c32650afdb56d36b2d.jpg,1920,1080,ball,316,597,330,609
798b45_1_5_png.rf.d5908b8c6f2678c32650afdb56d36b2d.jpg,1920,1080,player,1059,277,1079,322
798b45_1_5_png.rf.d5908b8c6f2678c32650afdb56d36b2d.jpg,1920,1080,player,724,301,741,349
798b45_1_5_png.rf.d5908b8c6f2678c32650afdb56d36b2d.jpg,1920,1080,player,986,266,1003,312
798b45_1_5_png.rf.d5908b8c6f2678c32650afdb56d36b2d.jpg,1920,1080,player,1604,374,1627,435
798b45_1_5_png.rf.d5908b8c6f2678c32650afdb56d36b2d.jpg,1920,1080,player,1654,617,1711,699
798b45_1_5_png.rf.d5908b8c6f2678c32650afdb56d36b2d.jpg,1920,1080,player,784,279,802,330
798b45_1_5_png.rf.d5908b8c6f2678c32650afdb56d36b2d.jpg,1920,1080,player,1629,354,1652,415
798b45_1_5_png.rf.d5908b8c6f2678c32650afdb56d36b2d.jpg,1920,1080,player,1437,420,1471,488
798b45_1_5_png.rf.d5908b8c6f2678c32650afdb56d36b2d.jpg,1920,1080,referee,1354,373,1379,437
798b45_1_5_png.rf.d5908b8c6f2678c32650afdb56d36b2d.jpg,1920,1080,player,1303,522,1335,603
798b45_1_5_png.rf.d5908b8c6f2678c32650afdb56d36b2d.jpg,1920,1080,player,1081,392,1113,452
798b45_1_5_png.rf.d5908b8c6f2678c32650afdb56d36b2d.jpg,1920,1080,player,1073,491,1104,558
798b45_1_5_png.rf.d5908b8c6f2678c32650afdb56d36b2d.jpg,1920,1080,player,749,436,774,505
798b45_1_5_png.rf.d5908b8c6f2678c32650afdb56d36b2d.jpg,1920,1080,player,1361,790,1415,900
798b45_1_5_png.rf.d5908b8c6f2678c32650afdb56d36b2d.jpg,1920,1080,player,913,436,949,504
798b45_1_5_png.rf.d5908b8c6f2678c32650afdb56d36b2d.jpg,1920,1080,player,592,495,620,568
798b45_1_5_png.rf.d5908b8c6f2678c32650afdb56d36b2d.jpg,1920,1080,player,179,524,218,607
42ba34_3_4_png.rf.d3e4cb4e6eba409e60743d7c86ac8af7.jpg,1920,1080,player,964,262,975,293
42ba34_3_4_png.rf.d3e4cb4e6eba409e60743d7c86ac8af7.jpg,1920,1080,player,1421,382,1436,425
42ba34_3_4_png.rf.d3e4cb4e6eba409e60743d7c86ac8af7.jpg,1920,1080,player,1125,303,1138,337
42ba34_3_4_png.rf.d3e4cb4e6eba409e60743d7c86ac8af7.jpg,1920,1080,player,1406,382,1423,424
42ba34_3_4_png.rf.d3e4cb4e6eba409e60743d7c86ac8af7.jpg,1920,1080,player,1070,388,1085,425
42ba34_3_4_png.rf.d3e4cb4e6eba409e60743d7c86ac8af7.jpg,1920,1080,player,1364,326,1377,359
42ba34_3_4_png.rf.d3e4cb4e6eba409e60743d7c86ac8af7.jpg,1920,1080,player,507,491,529,541
42ba34_3_4_png.rf.d3e4cb4e6eba409e60743d7c86ac8af7.jpg,1920,1080,goalkeeper,1900,406,1919,448
42ba34_3_4_png.rf.d3e4cb4e6eba409e60743d7c86ac8af7.jpg,1920,1080,player,1012,361,1031,401
42ba34_3_4_png.rf.d3e4cb4e6eba409e60743d7c86ac8af7.jpg,1920,1080,player,358,459,377,507
42ba34_3_4_png.rf.d3e4cb4e6eba409e60743d7c86ac8af7.jpg,1920,1080,player,1294,317,1308,352
42ba34_3_4_png.rf.d3e4cb4e6eba409e60743d7c86ac8af7.jpg,1920,1080,player,1442,627,1469,687
42ba34_3_4_png.rf.d3e4cb4e6eba409e60743d7c86ac8af7.jpg,1920,1080,player,775,381,791,423
42ba34_3_4_png.rf.d3e4cb4e6eba409e60743d7c86ac8af7.jpg,1920,1080,referee,42,688,82,755
42ba34_3_4_png.rf.d3e4cb4e6eba409e60743d7c86ac8af7.jpg,1920,1080,player,815,527,836,580
42ba34_3_4_png.rf.d3e4cb4e6eba409e60743d7c86ac8af7.jpg,1920,1080,referee,1230,435,1245,481
42ba34_3_4_png.rf.d3e4cb4e6eba409e60743d7c86ac8af7.jpg,1920,1080,player,730,571,754,626
42ba34_3_4_png.rf.d3e4cb4e6eba409e60743d7c86ac8af7.jpg,1920,1080,player,1390,530,1411,594
42ba34_3_4_png.rf.d3e4cb4e6eba409e60743d7c86ac8af7.jpg,1920,1080,player,1355,559,1377,617
42ba34_3_4_png.rf.d3e4cb4e6eba409e60743d7c86ac8af7.jpg,1920,1080,player,578,318,593,358
42ba34_3_4_png.rf.d3e4cb4e6eba409e60743d7c86ac8af7.jpg,1920,1080,player,599,503,620,561
42ba34_3_4_png.rf.d3e4cb4e6eba409e60743d7c86ac8af7.jpg,1920,1080,player,777,583,800,644
42ba34_3_4_png.rf.d3e4cb4e6eba409e60743d7c86ac8af7.jpg,1920,1080,player,1591,733,1628,798
42ba34_3_4_png.rf.d3e4cb4e6eba409e60743d7c86ac8af7.jpg,1920,1080,referee,1326,250,1340,283
42ba34_3_4_png.rf.d3e4cb4e6eba409e60743d7c86ac8af7.jpg,1920,1080,goalkeeper,141,379,168,421
42ba34_3_4_png.rf.d3e4cb4e6eba409e60743d7c86ac8af7.jpg,1920,1080,ball,369,495,378,507
42ba34_3_6_png.rf.d1e76d61807eff09ad21fe38c165a9da.jpg,1920,1080,goalkeeper,1468,321,1487,353
42ba34_3_6_png.rf.d1e76d61807eff09ad21fe38c165a9da.jpg,1920,1080,goalkeeper,1,413,24,457
42ba34_3_6_png.rf.d1e76d61807eff09ad21fe38c165a9da.jpg,1920,1080,player,535,374,549,415
42ba34_3_6_png.rf.d1e76d61807eff09ad21fe38c165a9da.jpg,1920,1080,player,818,325,829,360
42ba34_3_6_png.rf.d1e76d61807eff09ad21fe38c165a9da.jpg,1920,1080,player,592,300,603,331
42ba34_3_6_png.rf.d1e76d61807eff09ad21fe38c165a9da.jpg,1920,1080,player,517,408,533,453
42ba34_3_6_png.rf.d1e76d61807eff09ad21fe38c165a9da.jpg,1920,1080,player,869,276,882,306
42ba34_3_6_png.rf.d1e76d61807eff09ad21fe38c165a9da.jpg,1920,1080,player,1121,321,1134,359
42ba34_3_6_png.rf.d1e76d61807eff09ad21fe38c165a9da.jpg,1920,1080,player,616,301,627,333
42ba34_3_6_png.rf.d1e76d61807eff09ad21fe38c165a9da.jpg,1920,1080,player,485,526,502,578
42ba34_3_6_png.rf.d1e76d61807eff09ad21fe38c165a9da.jpg,1920,1080,player,1297,269,1312,300
42ba34_3_6_png.rf.d1e76d61807eff09ad21fe38c165a9da.jpg,1920,1080,player,1038,387,1055,428
42ba34_3_6_png.rf.d1e76d61807eff09ad21fe38c165a9da.jpg,1920,1080,player,1559,411,1586,454
42ba34_3_6_png.rf.d1e76d61807eff09ad21fe38c165a9da.jpg,1920,1080,player,1328,369,1345,410
42ba34_3_6_png.rf.d1e76d61807eff09ad21fe38c165a9da.jpg,1920,1080,player,1186,391,1202,433
42ba34_3_6_png.rf.d1e76d61807eff09ad21fe38c165a9da.jpg,1920,1080,player,621,478,644,530
42ba34_3_6_png.rf.d1e76d61807eff09ad21fe38c165a9da.jpg,1920,1080,referee,726,384,741,426
42ba34_3_6_png.rf.d1e76d61807eff09ad21fe38c165a9da.jpg,1920,1080,player,530,686,559,747
42ba34_3_6_png.rf.d1e76d61807eff09ad21fe38c165a9da.jpg,1920,1080,player,1191,627,1227,691
42ba34_3_6_png.rf.d1e76d61807eff09ad21fe38c165a9da.jpg,1920,1080,player,994,521,1017,576
42ba34_3_6_png.rf.d1e76d61807eff09ad21fe38c165a9da.jpg,1920,1080,referee,574,245,593,284
42ba34_3_6_png.rf.d1e76d61807eff09ad21fe38c165a9da.jpg,1920,1080,player,539,358,552,400
42ba34_3_6_png.rf.d1e76d61807eff09ad21fe38c165a9da.jpg,1920,1080,player,1045,239,1060,271
42ba34_3_6_png.rf.d1e76d61807eff09ad21fe38c165a9da.jpg,1920,1080,player,821,307,835,344
42ba34_3_6_png.rf.d1e76d61807eff09ad21fe38c165a9da.jpg,1920,1080,ball,1460,345,1468,354
538438_5_4_png.rf.d81e665ede6a8294e6500ee5676ca14b.jpg,1920,1080,ball,1666,760,1680,775
538438_5_4_png.rf.d81e665ede6a8294e6500ee5676ca14b.jpg,1920,1080,player,1345,470,1362,521
